epoch,global_step,loss
0,0,10.016490936279297
0,10,10.004271507263184
0,20,10.01750659942627
0,30,10.021567344665527
0,40,9.997089385986328
0,50,9.994621276855469
0,60,9.991607666015623
0,70,9.996787071228027
0,80,9.991111755371094
0,90,9.972161293029783
0,100,9.984368324279783
0,110,9.963343620300291
0,120,9.943022727966309
0,130,9.93753719329834
0,140,9.931550979614258
0,150,9.900030136108398
0,160,9.90011978149414
0,170,9.913421630859377
0,180,9.853858947753906
0,190,9.840471267700195
0,200,9.844225883483888
0,210,9.857585906982422
0,220,9.826590538024902
0,230,9.831783294677734
0,240,9.824847221374512
0,250,9.810294151306152
0,260,9.802801132202148
0,270,9.786760330200195
0,280,9.75482177734375
0,290,9.75399398803711
0,300,9.753344535827637
0,310,9.745187759399414
0,320,9.739805221557615
0,330,9.73883819580078
0,340,9.745489120483398
0,350,9.709024429321287
0,360,9.707138061523438
0,370,9.673110008239746
0,380,9.70515251159668
0,390,9.68455982208252
0,400,9.681867599487305
0,410,9.633797645568848
0,420,9.635120391845703
0,430,9.612630844116213
0,440,9.618914604187012
0,450,9.594995498657228
0,460,9.629900932312012
0,470,9.62830638885498
0,480,9.572906494140623
0,490,9.590145111083984
0,500,9.539753913879396
0,510,9.519535064697266
0,520,9.604476928710938
0,530,9.542448043823242
0,540,9.474441528320312
0,550,9.525428771972656
0,560,9.4642972946167
0,570,9.473615646362305
0,580,9.473508834838867
0,590,9.51735496520996
0,600,9.419622421264648
0,610,9.41744613647461
0,620,9.395493507385254
0,630,9.410109519958496
0,640,9.37851333618164
0,650,9.34334945678711
0,660,9.357622146606444
0,670,9.368369102478027
0,680,9.287031173706056
0,690,9.353336334228516
0,700,9.262038230895996
0,710,9.29965591430664
0,720,9.191357612609863
0,730,9.262770652770996
0,740,9.23772430419922
0,750,9.244900703430176
0,760,9.245208740234377
0,770,9.19743537902832
0,780,9.22946071624756
0,790,9.172473907470703
0,800,9.1064453125
0,810,9.145580291748049
0,820,9.068614959716797
0,830,9.123926162719728
0,840,9.082908630371094
0,850,9.094615936279297
0,860,9.01532745361328
0,870,9.077451705932615
0,880,9.006097793579102
0,890,9.014930725097656
0,900,8.951650619506836
0,910,8.972604751586914
0,920,8.953479766845703
0,930,8.955259323120117
0,940,8.842092514038086
0,950,8.87809944152832
0,960,8.897645950317383
0,970,8.797815322875977
0,980,8.768736839294434
0,990,8.820964813232422
0,1000,8.794547080993652
0,1010,8.811168670654297
0,1020,8.84676742553711
0,1030,8.641724586486816
0,1040,8.699731826782227
0,1050,8.781451225280762
0,1060,8.655182838439941
0,1070,8.573820114135742
0,1080,8.645593643188477
0,1090,8.612278938293457
0,1100,8.637531280517578
0,1110,8.603426933288574
0,1120,8.580347061157227
0,1130,8.61177921295166
0,1140,8.582117080688477
0,1150,8.497088432312012
0,1160,8.518096923828125
0,1170,8.353493690490723
0,1180,8.484214782714844
0,1190,8.431360244750977
0,1200,8.375016212463379
0,1210,8.342012405395508
0,1220,8.369586944580078
0,1230,8.33194637298584
0,1240,8.397320747375488
0,1250,8.29582691192627
0,1260,8.330111503601074
0,1270,8.355132102966309
0,1280,8.436431884765625
0,1290,8.316988945007324
0,1300,8.217782974243164
0,1310,8.210148811340332
0,1320,8.208099365234375
0,1330,8.098468780517578
0,1340,8.197408676147461
0,1350,7.990664482116699
0,1360,8.010680198669434
0,1370,8.023170471191406
0,1380,8.02392578125
0,1390,8.07397174835205
0,1400,7.924124717712402
0,1410,7.888375282287598
0,1420,7.950922012329102
0,1430,7.877186775207519
0,1440,7.902769088745117
0,1450,7.829692363739014
0,1460,7.774129390716553
0,1470,7.860422134399414
0,1480,7.828775405883789
0,1490,7.854669570922852
0,1500,7.733590602874756
0,1510,7.685976028442383
0,1520,7.712893009185791
0,1530,7.710131645202637
0,1540,7.545446872711182
0,1550,7.660556793212891
0,1560,7.762899398803711
0,1570,7.584160327911377
0,1580,7.645631790161133
0,1590,7.554953575134277
0,1600,7.555423736572266
0,1610,7.514737129211426
0,1620,7.385727405548096
0,1630,7.508591651916504
0,1640,7.423352718353271
0,1650,7.164358615875244
0,1660,7.4123334884643555
0,1670,7.230832576751709
0,1680,7.335808753967285
0,1690,7.42033052444458
0,1700,7.330448627471924
0,1710,7.446953773498535
0,1720,7.210689067840576
0,1730,7.209729194641113
0,1740,7.254312992095947
0,1750,7.124815940856934
0,1760,7.098947525024414
0,1770,7.12653398513794
0,1780,7.015249252319336
0,1790,7.019600868225098
0,1800,7.175815582275391
0,1810,6.984173774719238
0,1820,6.871799468994141
0,1830,7.068173408508301
0,1840,6.944541931152344
0,1850,7.054094314575195
0,1860,6.973457336425781
0,1870,7.152040481567383
0,1880,7.164947032928467
0,1890,6.933894157409668
0,1900,6.637382507324219
0,1910,6.849225044250488
0,1920,6.740789413452148
0,1930,7.075069427490234
0,1940,6.887296676635742
0,1950,6.868778228759766
0,1960,6.75856351852417
0,1970,6.594106674194336
0,1980,6.604273796081543
0,1990,6.438904285430908
0,2000,6.724015712738037
0,2010,6.540303707122803
0,2020,6.561758995056152
0,2030,6.724127769470215
0,2040,6.554625511169434
0,2050,6.536509037017822
0,2060,6.7094340324401855
0,2070,6.795436859130859
0,2080,6.5023274421691895
0,2090,6.973684310913086
0,2100,6.530162811279297
0,2110,6.426602840423584
0,2120,6.392148494720459
0,2130,6.148266792297363
0,2140,6.450800895690918
0,2150,6.614454746246338
0,2160,6.471229076385498
0,2170,6.349149227142334
0,2180,6.686183929443359
0,2190,6.837359428405762
0,2200,6.301092624664307
0,2210,6.415029048919678
0,2220,6.516749858856201
0,2230,6.370114326477051
0,2240,6.559127807617188
0,2250,6.403635501861572
0,2260,6.4975690841674805
0,2270,6.522560119628906
0,2280,6.097060680389404
0,2290,6.530343532562256
0,2300,6.314894676208496
0,2310,6.615527153015137
0,2320,6.34410285949707
0,2330,6.609209537506104
0,2340,6.471635818481445
0,2350,6.601655960083008
0,2360,6.428230285644531
0,2370,6.255173683166504
0,2380,6.279716491699219
0,2390,6.356848239898682
0,2400,6.454869270324707
0,2410,6.368151664733887
0,2420,6.069052696228027
0,2430,6.441752433776856
0,2440,6.155635833740234
0,2450,6.379789352416992
0,2460,6.415399074554443
0,2470,5.933697700500488
0,2480,6.3806657791137695
0,2490,6.2574782371521
0,2500,6.436443328857422
0,2510,6.2335381507873535
0,2520,6.287472248077393
0,2530,6.423460483551025
0,2540,6.149761199951172
0,2550,6.154254913330078
0,2560,5.92552661895752
0,2570,5.961003303527832
0,2580,6.232026100158691
0,2590,6.230337142944336
0,2600,6.239352226257324
0,2610,5.839225769042969
0,2620,5.8445305824279785
0,2630,6.13685417175293
0,2640,6.287576675415039
0,2650,5.9513444900512695
0,2660,6.204667091369629
0,2670,6.1565260887146
0,2680,5.94722843170166
0,2690,6.660153388977051
0,2700,5.971450805664063
0,2710,5.749032020568848
0,2720,6.22435998916626
0,2730,6.815255165100098
0,2740,5.953505516052246
0,2750,6.01091194152832
0,2760,6.402153968811035
0,2770,6.499045848846436
0,2780,6.325851440429688
0,2790,6.379077911376953
0,2800,5.927333354949951
0,2810,5.855852127075195
0,2820,6.148796081542969
0,2830,6.066728115081787
0,2840,6.117682933807373
0,2850,6.134616374969482
0,2860,6.517226219177246
0,2870,6.22327995300293
0,2880,6.354530334472656
0,2890,6.264109134674072
0,2900,5.83251953125
0,2910,6.010820388793945
0,2920,6.042693138122559
0,2930,6.255402565002441
0,2940,5.8931989669799805
0,2950,6.156347274780273
0,2960,6.226131916046143
0,2970,6.023680210113525
0,2980,5.438580989837647
0,2990,6.216181755065918
0,3000,5.98716926574707
0,3010,6.341965198516846
0,3020,5.854111671447754
0,3030,6.115397930145264
0,3040,6.053957462310791
0,3050,6.047645092010498
0,3060,5.979759216308594
0,3070,6.172626495361328
0,3080,6.2424798011779785
0,3090,6.36332893371582
0,3100,5.939158439636231
0,3110,5.818478107452393
0,3120,6.095035076141357
0,3130,6.040004730224609
0,3140,6.152933120727539
0,3150,5.927000045776367
0,3160,6.101752758026123
0,3170,5.906354904174805
0,3180,5.999417304992676
0,3190,5.844730377197266
0,3200,5.5923991203308105
0,3210,6.039007186889648
0,3220,5.9586286544799805
0,3230,5.746859550476074
0,3240,5.889768123626709
0,3250,5.430624008178711
0,3260,5.55583381652832
0,3270,6.08992338180542
0,3280,6.092599391937256
0,3290,5.724130630493164
0,3300,6.438644886016846
0,3310,6.359061241149902
0,3320,6.186432361602783
0,3330,6.064037322998047
0,3340,5.96353816986084
0,3350,6.100851535797119
0,3360,5.779762268066406
0,3370,5.969985961914063
0,3380,5.543098449707031
0,3390,6.240630626678467
0,3400,6.205044746398926
0,3410,5.620927333831787
0,3420,6.287991523742676
0,3430,6.169699668884277
0,3440,6.267828941345215
0,3450,5.930624961853027
0,3460,5.679999828338623
0,3470,5.498439788818359
0,3480,5.885401725769043
0,3490,5.86528205871582
0,3500,6.190741062164307
0,3510,5.974061965942383
0,3520,6.194792747497559
0,3530,6.03524112701416
0,3540,5.83243465423584
0,3550,6.013222217559815
0,3560,5.923430919647217
0,3570,5.508552551269531
0,3580,5.81533145904541
0,3590,5.868660926818848
0,3600,5.9694647789001465
0,3610,6.027430057525635
0,3620,5.952839374542236
0,3630,5.87098503112793
0,3640,5.293910980224609
0,3650,6.188104629516602
0,3660,5.538533687591553
0,3670,5.868260860443115
0,3680,5.765097141265869
0,3690,5.745731353759766
0,3700,6.258906364440918
0,3710,5.702642440795898
0,3720,5.739536285400391
0,3730,5.878389358520508
0,3740,5.91397762298584
0,3750,5.643290042877197
0,3760,5.962825298309326
0,3770,6.4880690574646
0,3780,6.008571624755859
0,3790,6.068726539611816
0,3800,5.893374443054199
0,3810,5.561780452728272
0,3820,6.0739850997924805
0,3830,5.940596580505371
0,3840,6.024353504180908
0,3850,5.758518218994141
0,3860,5.939465999603272
0,3870,5.891350746154785
0,3880,5.8011908531188965
0,3890,6.127476692199707
0,3900,5.007503986358643
0,3910,5.773308277130127
0,3920,5.819575309753418
0,3930,6.044138908386231
0,3940,5.794379234313965
0,3950,5.944000720977783
0,3960,5.4695820808410645
0,3970,5.588906764984131
0,3980,6.117996692657471
0,3990,5.690024375915527
0,4000,5.961748600006104
0,4010,5.604508876800537
0,4020,5.720551490783691
0,4030,5.697772026062012
0,4040,5.970801830291748
0,4050,5.820268630981445
0,4060,5.826774597167969
0,4070,5.838299751281738
0,4080,5.790692329406738
0,4090,5.706268310546875
0,4100,5.56270170211792
0,4110,5.576685905456543
0,4120,5.172781467437744
0,4130,5.722844123840332
0,4140,5.445961952209473
0,4150,6.190180778503418
0,4160,5.592169761657715
0,4170,5.88917350769043
0,4180,5.611077308654785
0,4190,5.641429901123047
0,4200,5.642134189605713
0,4210,5.437018871307373
0,4220,5.681230545043945
0,4230,5.984145641326904
0,4240,5.069560050964356
0,4250,5.623971939086914
0,4260,5.967567920684815
0,4270,6.019914627075195
0,4280,5.564888000488281
0,4290,5.636197090148926
0,4300,5.566105842590332
0,4310,5.555030345916748
0,4320,5.7018866539001465
0,4330,5.514551162719727
0,4340,5.443084239959717
0,4350,5.833811283111572
0,4360,5.784995079040527
0,4370,5.518013000488281
0,4380,5.37380313873291
0,4390,5.6244797706604
0,4400,5.736927032470703
0,4410,5.614255428314209
0,4420,5.8021650314331055
0,4430,5.472829818725586
0,4440,5.550085067749023
0,4450,5.493249416351318
0,4460,5.879972457885742
0,4470,5.774527549743652
0,4480,5.129629135131836
0,4490,5.6055402755737305
0,4500,5.707000732421875
0,4510,6.03337287902832
0,4520,5.403459072113037
0,4530,5.536187648773193
0,4540,5.52668046951294
0,4550,5.303815364837647
0,4560,5.1092939376831055
0,4570,5.834650039672852
0,4580,5.706452369689941
0,4590,5.920099258422852
0,4600,5.643882751464844
0,4610,5.814598083496094
0,4620,5.160967826843262
0,4630,5.626081943511963
0,4640,5.440397262573242
0,4650,5.6173624992370605
0,4660,5.838979244232178
0,4670,5.447734832763672
0,4680,4.980223655700684
0,4690,5.549241542816162
0,4700,5.218431949615479
0,4710,5.550042152404785
0,4720,6.103317260742188
0,4730,5.5461530685424805
0,4740,5.325826168060303
0,4750,5.42839241027832
0,4760,5.325096607208252
0,4770,5.625341415405273
0,4780,5.385300636291504
0,4790,5.455160140991211
0,4800,5.624517440795898
0,4810,5.004322052001953
0,4820,5.296897888183594
0,4830,5.870779037475586
0,4840,5.5173211097717285
0,4850,5.783194065093994
0,4860,5.572913646697998
0,4870,5.1992950439453125
0,4880,5.114429950714111
0,4890,5.830883502960205
0,4900,5.798663139343262
0,4910,5.307141304016113
0,4920,5.447120666503906
0,4930,5.300534725189209
0,4940,5.5110273361206055
0,4950,5.26439380645752
0,4960,5.531364440917969
0,4970,5.539798736572266
0,4980,5.302777290344238
0,4990,5.369655609130859
1,5000,5.730561256408691
1,5010,5.425847053527832
1,5020,5.252968311309815
1,5030,5.218703269958496
1,5040,5.371917724609375
1,5050,5.899632930755615
1,5060,5.959632873535156
1,5070,5.426189422607422
1,5080,5.698254585266113
1,5090,5.140231132507324
1,5100,4.742774963378906
1,5110,5.479818344116211
1,5120,5.672637939453125
1,5130,5.825793743133545
1,5140,5.200113773345947
1,5150,5.306856632232666
1,5160,5.666630744934082
1,5170,5.35335636138916
1,5180,5.8067169189453125
1,5190,5.531080722808838
1,5200,5.32964563369751
1,5210,5.491785526275635
1,5220,5.752386093139648
1,5230,5.466259479522705
1,5240,5.400949478149414
1,5250,5.800224304199219
1,5260,5.544248104095459
1,5270,5.27042293548584
1,5280,5.662830352783203
1,5290,5.567632675170898
1,5300,5.648943901062012
1,5310,5.6002960205078125
1,5320,5.371752738952637
1,5330,4.8913397789001465
1,5340,5.541184425354004
1,5350,5.457559108734131
1,5360,5.543869495391846
1,5370,5.609349727630615
1,5380,5.753587245941162
1,5390,5.096624851226807
