iteration,layer_0_head_0,layer_0_head_1,layer_0_head_2,layer_0_head_3,layer_0_head_4,layer_0_head_5,layer_0_head_6,layer_0_head_7,layer_1_head_0,layer_1_head_1,layer_1_head_2,layer_1_head_3,layer_1_head_4,layer_1_head_5,layer_1_head_6,layer_1_head_7,layer_2_head_0,layer_2_head_1,layer_2_head_2,layer_2_head_3,layer_2_head_4,layer_2_head_5,layer_2_head_6,layer_2_head_7,layer_3_head_0,layer_3_head_1,layer_3_head_2,layer_3_head_3,layer_3_head_4,layer_3_head_5,layer_3_head_6,layer_3_head_7
150020,0.019689026122272534,0.022370950733689766,0.0157027278450836,0.016160270346449866,0.019227627454662898,0.011243813810627569,0.014709034427289068,0.0139513505856488,0.0064564273062874995,0.007221785793555667,0.006129686132533366,0.005371437826789001,0.0058359296162283,0.0037538822526210665,0.0045406486796034,0.004344970020084533,0.0047559126942572005,0.005361125091800233,0.0046234837923735,0.004040927845167733,0.004593158922459466,0.0029228435004720666,0.0035720653533967,0.0035532404023561662,0.003136330537997467,0.0036878830004793335,0.0031128061202090333,0.0027697043171776,0.0032045991096909337,0.0020803587812555997,0.0024784032136794666,0.0025045031546968
150022,0.022634101570035703,0.02772162585735367,0.022131901771324,0.01651163831878567,0.0211013116573124,0.0161392654823157,0.014954544504576067,0.0149753558268167,0.0085571397507556,0.0105878204625842,0.007198539222885501,0.006465212252097067,0.0078984811061158,0.005858736627225933,0.006786623885041233,0.006770796486903499,0.0062229102786797,0.0068032968251874335,0.0051600512978554,0.0045211659119269,0.004789787293985967,0.004368774024891433,0.004797877143983833,0.0044983175651657,0.003891933203693234,0.0043607007157967,0.0034242337018693335,0.0031531300121592667,0.0032309352927589997,0.0029979791946768996,0.0032915871124002,0.003189631500280267
150024,0.015263798397702734,0.016506956790265634,0.012811578465173066,0.011413017550443133,0.014092104623675668,0.007574588238825567,0.0121215036836486,0.0124767898459955,0.0082196426434428,0.009896981196212433,0.007556000672018133,0.0060151365887328,0.007858002808128133,0.004736326040935933,0.006372900257513601,0.006925797660533466,0.006606342281727667,0.007450196125216533,0.006335579051340666,0.005221139702548568,0.0061216239212793675,0.004171533562813433,0.005301591941739001,0.005919958211111134,0.004907055199915133,0.0054807948888858,0.0043153270584364,0.003767375828983833,0.0048830279574105006,0.0026969172591106666,0.0037477628420875997,0.0043182798608268
150026,0.010659510380333167,0.010556801952213235,0.010338312007577666,0.008163068734199466,0.010033378796787434,0.007822569413653167,0.007980873658040467,0.007980088356604699,0.006237086659137,0.006297795084801667,0.005399903727952633,0.0042110092091433,0.0062579455149722,0.004715504990216766,0.0052787585585246,0.004909842280692166,0.0048656220053819995,0.0047131454871044,0.004788685627289033,0.0038153863523707997,0.004629679099784433,0.0038757196397431,0.003755617766378933,0.0036313117817750006,0.004498708703523833,0.0051503600515046,0.004060108027166133,0.0035790924709832,0.003628961787488867,0.002875128587768933,0.0031870674872410336,0.0037619226256990004
150028,0.025205835693755837,0.033315705958769405,0.019466397233869535,0.020562388551080068,0.022253576867119634,0.015828668495810768,0.018853325978025335,0.015793800016529,0.008100573627708066,0.011452213607472566,0.007147034979724599,0.006702370387223801,0.0070580756437114665,0.0051673129526305,0.0062018976167291335,0.0058218484880330325,0.0061873208006651996,0.007936593809540567,0.006295279587291601,0.005590105484893166,0.005630543839199867,0.004586619532288333,0.004909241565896366,0.004518740897838467,0.0037248473932788664,0.005646592321366667,0.0041453922956323,0.0039003406007824,0.0037198669958726,0.0031705982924634998,0.0036008291447232666,0.003240117454498967
150030,0.005821661746252733,0.011453184788991365,0.006888944359417133,0.006398552285271201,0.007877092234408535,0.0046780336530586,0.006639146420520967,0.005425067593995733,0.0036635590997910333,0.0052923072656264,0.004721533109295733,0.004010925842101134,0.004094575995024333,0.0023699100564922005,0.0033474636992936666,0.0033493278455234,0.003035861631392233,0.004269082940114467,0.0036518052360532,0.0031646409055264666,0.0032548711062345,0.0021597352543518333,0.0027804557013091998,0.0027716292136212664,0.001955572335852833,0.002681603668357433,0.0022092193154851,0.002057037715615167,0.0018859904416199998,0.0014391628322964999,0.0019191838013447665,0.0017954198765372336
150032,0.009496658064229233,0.016534578446894165,0.008578007723150734,0.007232774690336466,0.013724987590889701,0.006658247148639132,0.008137377599802533,0.010226732787510266,0.006101510950342466,0.0077955668350309995,0.005677470286394833,0.0048017128497588,0.0053469822151073,0.0036903971160189668,0.004594457157068833,0.0046155828746172,0.0048681869462550665,0.005978498425437466,0.0050369343404630335,0.004196311709824867,0.004461658455917033,0.0035025879275815334,0.0038554745553478335,0.003995002279310634,0.003095125015318967,0.004187773250916833,0.0034209718974618,0.0026866454756875667,0.003214994345561833,0.0023072987338568665,0.0026943166073268667,0.0027279237846397335
150034,0.009512238274418567,0.009178207352712233,0.0066728372605162,0.006458488965291766,0.009466697908797466,0.006290756113462167,0.007070029434859934,0.007504731439885133,0.005898057703734467,0.0061518933390170664,0.0045678275576979,0.004195525835761466,0.0051180381917250335,0.0039885668196178664,0.004197835282864767,0.0047867591065445326,0.005355118611550466,0.0049103082873529335,0.004262450382809567,0.0041188585965699,0.0045690271045626335,0.0035605616627522,0.0037365233365437337,0.004219586124939167,0.0035013728998289,0.0035118724830702666,0.0029177575387544,0.0027934011061344004,0.0033030445003897333,0.0027668883952009665,0.0028235731328005004,0.0029723032780398333
150036,0.019413245304354166,0.0243875209675234,0.0143273454715246,0.0157113565200168,0.022217686437870903,0.010741277732392565,0.015199879183333433,0.01806488399953733,0.007531158121220933,0.008932335059204767,0.0059124072328235674,0.006024868177302867,0.007225402132145766,0.0045698182944952,0.005653581548671567,0.006309059690265034,0.005929962182106,0.007141980045104433,0.005150557277564967,0.004762015122199133,0.005571950296707801,0.0038058029369740665,0.0047565775841209995,0.005185005906169567,0.003716836669389567,0.004431734016984733,0.003082311418176633,0.0029736700777455334,0.0034683844254852665,0.0026433465832468007,0.0029079963109508665,0.0031741473862852664
150038,0.011490107125785567,0.015365732998971033,0.009545655848353833,0.0077924927543425,0.011606483996004368,0.007125862864242834,0.009040197201748567,0.009048503248787733,0.007161355995895666,0.008421989401808534,0.006327298755721633,0.0051480158330406,0.005888051282213799,0.004673336259097134,0.005334886922412667,0.005428603012442833,0.005387005643688633,0.006581769502344767,0.004616769708663867,0.0038136932822389,0.0045423031564669,0.0037030106407945663,0.004223060538273533,0.0041503479419421,0.0036803729921291994,0.004385217180947867,0.0033395632684353332,0.0029534763640320003,0.003316102447516034,0.00253398813101,0.0030322515547785665,0.0029770384738341
150040,0.0114462662689145,0.0137004899144578,0.009853443637159167,0.008550705924015134,0.010069747141603934,0.006014842558955134,0.008570612304678033,0.009107490918835733,0.0060428872740784,0.007206530941953267,0.005150251766950833,0.0044519827355308335,0.0049117387873303334,0.003586657758832134,0.004224587622444966,0.004756783925547767,0.0050224060992656,0.0055185657193403,0.004380560456936334,0.003971308496434167,0.0042526165012753666,0.0031507554057417,0.0035773652403564334,0.0038689934681396666,0.0034459467265172,0.003937422153953234,0.002845071818744667,0.0027754993921138,0.0028710430200839334,0.0025229361779119668,0.0028818618044609665,0.0028584282148560332
150042,0.0083077926009939,0.017427208250987865,0.010919157643372701,0.010315703782868666,0.0110148845675901,0.0074900647220405335,0.009082828179854034,0.0080367984182986,0.0031210433679301,0.006465231643532399,0.0045000077347321,0.0038159301703066667,0.004608825778392033,0.002836363057016933,0.0035341234770820337,0.003347609437605,0.0026421949739730334,0.0044490683997231,0.0035295890283892333,0.0031256889343370333,0.0033313978773888667,0.0021938606583720333,0.0027838758231997335,0.002644763176776833,0.002101076868118267,0.002981683674585667,0.0025190626169807,0.002270323605730467,0.0022168046635649666,0.0015689496717997001,0.0019668895655005664,0.0018811616914878
150044,0.0201034164158561,0.0289040726224573,0.0169684707595795,0.0161063938933893,0.024291376209404168,0.013274410552736565,0.016983984818134703,0.016844687608980665,0.007976718158121067,0.011322757943805035,0.008058066549733999,0.006520796757247267,0.007639606718584533,0.005812442435544767,0.0065178230153446,0.007082884219149567,0.006877332700844033,0.008575531848656167,0.005778799177714767,0.005610633950915299,0.006252038397697966,0.0047836138332711334,0.0049175263989922335,0.005496717248607366,0.003948113011960466,0.005393129793074866,0.0035586918473990334,0.003524323808318333,0.004256351854514466,0.003309406722500833,0.0033920667047330332,0.003683930593085067
150046,0.0229147410187717,0.0247929266408365,0.015467462346919198,0.022078525433460502,0.015498465055747299,0.015355020065597464,0.017082182990077268,0.017310245725106966,0.0121022513917421,0.0115801389208282,0.0081188666041234,0.0089598407702067,0.007798270644249733,0.0069729255100705,0.0080651397313033,0.007996088527487366,0.008968660307942267,0.008599635194348733,0.0065864924028577005,0.007070349138436866,0.006235109166299467,0.005808527690629467,0.006368568852118333,0.006249684441294533,0.0067955760856431005,0.006464392622595767,0.005128540517875167,0.005551024863067767,0.004823840672172233,0.004726664379981067,0.005056191812305434,0.004941355930726134
150048,0.008609863495661034,0.012655453972712666,0.010190600941215868,0.0077565329636834325,0.0086994559614192,0.0056465127165217,0.006906953337806333,0.007221954115663999,0.004619678494624,0.006468954301010133,0.0047827615133185,0.0040708375243863,0.004286688734512133,0.0033742790086446,0.004170390667051767,0.0038306178429019667,0.004444658560519034,0.0063995587431561,0.005068062425477767,0.004022678138447267,0.004374621381446,0.0033368970053208,0.0039236742088126,0.003949793414722166,0.0034403167040617665,0.004833665207605467,0.0035738468875079997,0.0029999233863320005,0.0033450257845381664,0.0025456147286723996,0.0029538377640191335,0.0031057287098353995
150050,0.016074897973902935,0.0178946040392433,0.014175554635393267,0.011612466798698798,0.013498026071830135,0.009816102409530066,0.0112899720250587,0.0115319438250588,0.008091536096355966,0.009584324922110032,0.007712464130424999,0.0064911523163648675,0.006911974668977733,0.0050676753409222,0.005832587060385433,0.006221296481234932,0.006785373400188433,0.008178880283166866,0.005812956634921133,0.005914226747260033,0.006031824823676466,0.004679463114454133,0.005283165022658533,0.0052803470058359,0.0043783245178615005,0.005035333858051467,0.0038141404533639997,0.003706471248900467,0.0040196443962645335,0.0030267809725583335,0.003525534052269233,0.003685758142673933
150052,0.01648313396069683,0.0252402639324803,0.015651141845013868,0.012291437396747033,0.02271399459934863,0.011963575839416998,0.012503965442672432,0.016172995281000132,0.006728091542408333,0.008762324386279233,0.005979190538258401,0.005218505203312333,0.007635596648395333,0.0046551508043674,0.005083244349590434,0.0062075248228242,0.004369376057584033,0.005114729788206267,0.0036478297433416664,0.003806984548838467,0.004094104865189133,0.0033403790890356665,0.0034532127670449664,0.0038938234690974664,0.0035049529830948,0.003643865313669266,0.0028863258369988334,0.0028323016467155,0.0030148243498313333,0.0024949723268461,0.0025714631034099334,0.0027900152708327333
150054,0.015433208226503433,0.015797787704579767,0.012276951561039766,0.012189672994070934,0.011064212783935498,0.009353365399180332,0.009222200863092934,0.009956728037073367,0.007566994507951767,0.007335371477296167,0.0063596466851026665,0.0058609651031289005,0.006016351508880399,0.004319683046013767,0.004900254921947,0.0054551411972883325,0.006209637428842233,0.006696995109259501,0.005513319791327533,0.0052603234785771995,0.0050600683454839,0.0037437289720987,0.004665599051304267,0.004952933796406034,0.004713217532957467,0.0046508714151232665,0.004377658294558734,0.003955123950565534,0.0036131142076515667,0.0027752378705988338,0.0034454193650330003,0.0036642882767261332
150056,0.011176027913410299,0.012730694223999266,0.010394042552147634,0.008549758193559466,0.008587945064013433,0.0066006884974211,0.009288910377987467,0.008644874589913134,0.006985690600126967,0.007437000062283966,0.006881640940703866,0.005100232065456433,0.005279204998728,0.004287169893681133,0.005496542172813767,0.0051702654674806664,0.006415625992886534,0.006998555787552833,0.0060237568946476345,0.005104989867208466,0.005199491239749933,0.0039044312016570993,0.0050749929135378334,0.004972188270918766,0.004597116255766733,0.004875457525753,0.004346932259462367,0.0037262612549740334,0.0037077796574199,0.002808471518102,0.003543690138442867,0.0035976117866379
150058,0.013058317386725067,0.020860213874854868,0.011345570547090933,0.0090885916063377,0.0162141207689863,0.008557124306579567,0.011766119116109967,0.0149066844631916,0.006409473648085467,0.0093751921340938,0.005603575956241599,0.004536733314727434,0.0069572224846387335,0.003902681390386433,0.005881679513865301,0.006406457707575666,0.004742377467152967,0.006668677579723799,0.0041674243433357004,0.0039341070980157995,0.005378849823411167,0.0031906109394343337,0.004443433415219233,0.0048725752831688994,0.0036522847880563667,0.0048530388867694335,0.0031687699575854,0.0030527116738469,0.0038241301798372664,0.0025614746377463668,0.0033350603311582665,0.003362062317569333
150060,0.012016485502454233,0.01710354735112157,0.010079562138532,0.008373694081684499,0.016750892333200564,0.008036280889248166,0.008966897035067934,0.010885334129189734,0.005094347728408267,0.007064992589463966,0.005219281599348267,0.004376810089791867,0.005955495816708167,0.003459249185066,0.0045764511307505,0.0045338872019781,0.0046505871925768,0.0055275591903163,0.0048176827918494335,0.003865050455163633,0.004362393269342167,0.0031854460116107334,0.0037524044205749334,0.003989988337789667,0.003627306087854267,0.004460713024887433,0.0032664374998461333,0.0027063566909930003,0.0037747037409264334,0.002454213230240067,0.0030678156192340995,0.0031399721220147
150062,0.016346872036210935,0.0188195309181159,0.0169904887321894,0.012958058774112135,0.016255523981239865,0.0112929677898093,0.012004855297338468,0.015178660553962166,0.007399413962675634,0.008961323743622534,0.007818193623796967,0.006429282512263333,0.007166023390887466,0.005077547123849533,0.0058071417920024,0.006574106336773834,0.005033347002894567,0.005571791484687401,0.0050067660695631,0.0046259546069014335,0.004878576471603267,0.0035993531121489334,0.0040708702468294005,0.004687285727116633,0.0033746720561099,0.004042465704826599,0.0039161454599037,0.0031803401032771666,0.0033338185589074,0.0025771521777864,0.002921799139705467,0.0030603766342264
150064,0.02532053594487683,0.03448334601204906,0.0224943033233832,0.018116204127561302,0.027700732595695398,0.0179075692473985,0.02167675003200657,0.019181864322490166,0.009059549664132534,0.011047385242697966,0.007408173495496701,0.006625951624262667,0.008443727810371499,0.0066209600457007994,0.0072855668266348,0.006985615925950434,0.008723700296470701,0.008335242503811733,0.006253715936037167,0.0062145762560372,0.006691138044263,0.006020498449906433,0.005833017643531766,0.0066281060942067335,0.005825530232209699,0.0055881010316670005,0.004165959816135067,0.0043765366156824,0.005032197440905134,0.0040127975241216335,0.0039653007618061,0.004612272019991367
150066,0.02046277018264547,0.023142964035128766,0.015310549533549067,0.014168918215549465,0.017358311821689166,0.012377847789270433,0.013649207925924734,0.014433122366445434,0.0110574401946239,0.011518019363693633,0.0086641174050724,0.0078446866163205,0.008426357916386634,0.0066829967369598,0.0080611519676551,0.007907956260446767,0.008106134006951501,0.0082235942075253,0.006937014026564734,0.0062385979087149325,0.005925200166710501,0.005524839264565633,0.0060820050835428,0.005934903604625466,0.004627984873728634,0.004641908535541667,0.004108286333535266,0.0037116045949067665,0.003556105644328634,0.0034809431831053,0.003665998632155733,0.0034475550425683336
150068,0.012835616773148267,0.018806685638758567,0.011575201176060666,0.009527383525525101,0.015228795095165336,0.007922717115234366,0.011055928371698866,0.011710506592967102,0.006964262733138567,0.0106922144776554,0.007774981545706599,0.006189629689177133,0.008319832817691166,0.004670000400349333,0.0062804629869089,0.006774792272751166,0.0059187028266902,0.008153195416859433,0.0062664844238099334,0.004878805886420667,0.006169452009833767,0.003969747378667267,0.004963305794899767,0.0053147325794047,0.0037951182287738667,0.0050147605558533,0.0038685479715884,0.0032491833788431002,0.003958243770916833,0.0025218827308849667,0.0033492629540480667,0.003597458274848933
150070,0.03195678445838377,0.02818312525439357,0.020194630188534634,0.020845113288450432,0.02301257589692453,0.018107057788022966,0.018733543689588798,0.021919482283017298,0.011332542553530634,0.011104940853980267,0.007678711198829334,0.0079577474540605,0.0087544541144092,0.006930992913815967,0.008257207491264266,0.008809489684812067,0.007498169095928667,0.007468975911554934,0.005662851113225301,0.005804529967477033,0.006019423545517367,0.0050724957578028,0.0056849236643662674,0.005664065326000667,0.004769220226477567,0.004936832914663567,0.004176779355337266,0.0038877087811113003,0.004169009081626133,0.003600177447026233,0.004214504057772067,0.003692653786975667
150072,0.011927789882288667,0.012540485653723767,0.011142803887898567,0.009430609188459333,0.009333555753500634,0.006381294123337933,0.0072759223579547,0.007197541970258633,0.005950247495799833,0.0069886467439648665,0.005517548784981333,0.005127443825835299,0.005206821742277199,0.0036266524061011334,0.004260685416573933,0.004456557711393933,0.0054650078036476,0.005841382698613866,0.005137188035317834,0.004701819747320067,0.004656400934378034,0.0034218150094742334,0.004059082239832367,0.004152404711553133,0.003527970656485233,0.0039019946686578663,0.0033309055683122,0.0031300883441264,0.0030028427018721333,0.0025640307830575664,0.0028973211835736667,0.0028055145374533998
150074,0.014904612516428266,0.018215704969524467,0.012609794282061234,0.009940106373701733,0.01673736509238963,0.0098130602429426,0.010369848339860667,0.011514001884499832,0.007622407950110166,0.010361716698578834,0.007266940892501634,0.005356049526430433,0.0074675350457909665,0.005444855264541234,0.006273834803633633,0.0059958808139199,0.005614814192760401,0.007318591621073167,0.005333018211780599,0.004268591138292833,0.005596657894652467,0.004573436660003433,0.005016459365464567,0.004819954398818533,0.004035539244229134,0.004494499534745567,0.0038708252932797,0.0030111980216168,0.0036902149816141,0.0029090472231487,0.0032804339033697,0.0031736172249602333
150076,0.011456612701880767,0.011414158591053566,0.008688513987853932,0.0083514419048726,0.0096966603823701,0.006444701106086067,0.0079089545970137,0.007977317538724167,0.006934667434435799,0.0071947895378097,0.005854573596051867,0.005550147465200067,0.005324363178527899,0.0043773952553755,0.0047645716577213995,0.0051381438137488,0.0048416809488107,0.005449619522787267,0.0044134851445315005,0.0038096935143883664,0.004348530431750767,0.003573672618913134,0.0038067708557403004,0.004057345900765167,0.003112571551613467,0.0037558504691831674,0.002992552304413867,0.0026748788294949665,0.0029117567818488332,0.0023996898407376665,0.002642381120936833,0.0026413130645819
150078,0.011631216635341333,0.016201008512975467,0.012963389444004098,0.010892954653547166,0.011841020558879466,0.006793408648181933,0.007853854528909432,0.011025553278757233,0.006754143172209099,0.008628794353356934,0.006407800402063734,0.005051807889599934,0.0062100121407933665,0.0037218600825266335,0.004535506180103733,0.0057850328088018,0.004310939765474866,0.005748223983937734,0.004212718476085699,0.0038091429346536337,0.0040807089954607,0.0029042342493299667,0.003564708321837433,0.004145223000885867,0.0031508197885684003,0.0037751075440240664,0.002866418793239567,0.0026305309578557334,0.002661904432435734,0.0022669752072585,0.0023834114797121335,0.0025894367912557333
150080,0.018856900891138867,0.014377736000698867,0.012029839296341065,0.014090962073339668,0.012294026143680366,0.011860540874772401,0.011743627475410634,0.012166658655627266,0.009739298561138332,0.008438195685819,0.006661590800143734,0.007162857785399267,0.0064942449815843335,0.006442802228179299,0.0063921575357698,0.006379792739086366,0.007651317381413267,0.006228595205875067,0.0051278663945894,0.005792675043197267,0.005095291047826434,0.0049316823107814324,0.005343579243377834,0.005099832120205867,0.0059165622274871335,0.004923443984790034,0.0038913980777242007,0.0046775680992035,0.0041449750876506,0.0038327838024986333,0.004184465708829234,0.004105341771969101
150082,0.030651634314404933,0.028492022218665966,0.022183580851240534,0.0190258984901148,0.025467718588509963,0.016529675832339035,0.016164992151710467,0.020976049394609467,0.007996098036029332,0.009322218375820868,0.006137161161625133,0.005619586416177467,0.007624520302080999,0.005054805201062666,0.006072758847431667,0.006505763762817667,0.005830483221515533,0.0065728779110358,0.004402671469310267,0.004104149157399234,0.0057399008106640325,0.0037151933613228335,0.0047913853419002,0.0049578697424231995,0.003948336761676466,0.004346698093158633,0.002935991059946467,0.0029058230772043996,0.0036568790911034998,0.0024631405464903334,0.0032460299828445667,0.0033074393255078
150084,0.0549356760644631,0.05591969276513023,0.0350869043944112,0.035840672368312364,0.05122463028497346,0.027402908046699367,0.02738162960227943,0.04160729565225873,0.016115988041560766,0.015070488395482333,0.0115082361121299,0.0116934568212664,0.011338627828946034,0.007956042817943232,0.009069719571325302,0.011402490779712367,0.007195539599082133,0.007542486482226867,0.006064799007996033,0.0060515686835244,0.006288909039941934,0.004787388912161433,0.005389146785650167,0.006028996147573166,0.004753220688024,0.004931923468224434,0.0038099465841746004,0.003872196836899733,0.004374130428898434,0.0032293278166872,0.0036263408700880997,0.0040946086757802334
150086,0.013407878839237867,0.014450416093648234,0.009484648690430267,0.010621784243458735,0.012604144901945167,0.006779336113812867,0.0095474519765465,0.011795615157082868,0.005957997164202133,0.0064057092956409,0.005074287993606067,0.004746735430424766,0.004950342861275134,0.003741065631941,0.004488051011996067,0.0048716801601658,0.005101595690205733,0.005184769083551667,0.0044068793019616,0.0041419174757724,0.0040303841997778,0.003184402647328667,0.003731183426236567,0.0038324261319100336,0.0034572119103450667,0.0035733175803291666,0.0030324208360886,0.0030497528857096,0.002743376150830867,0.0022673261859188997,0.002567147205694,0.0026089216620175334
150088,0.018558382435366835,0.0239049461959811,0.0179226629434884,0.015701917473371036,0.021187526885458333,0.0127658289485948,0.014201061320961668,0.014116197143113634,0.006869479360292666,0.008700908598702201,0.007727880628878765,0.006653965292548933,0.006728349359764799,0.004962670918599634,0.0054962220342556324,0.005623216523170033,0.0049942613475948,0.006034599542328133,0.0052973612149132,0.00443136939146,0.0047156023794899665,0.0038388410889654,0.0043788236090092,0.0043944651542152,0.0035588788447605667,0.0039367191273434665,0.0036620259099854335,0.003151636447193233,0.003286583598899433,0.0024915799348450667,0.002803127472858233,0.003002843870843
