iteration,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7
155000,0.0009112154728029044,0.0015277461968593031,0.0009171311819394234,0.001142213260634295,0.0012905387754341135,0.001700756894433289,0.0010202677236220148,0.0016147208138639346
155002,0.002636651614176755,0.001704392228068452,0.0028705306851941614,0.002425566460029907,0.004586346003296937,0.002526346952543612,0.0031800777327506413,0.002644286825249212
155004,0.0023703655504017096,0.0025684699858674748,0.0011004910877057128,0.002148535443446953,0.0017137669507172881,0.0023995408776011917,0.001926140425685896,0.0029914479676753647
155006,0.0014600611023008053,0.0019068293192425756,0.0016689786628401593,0.0015651098379726586,0.0012472823320344162,0.0013289008753975123,0.002043707656166141,0.0034462138472479836
155008,0.0023541422029264153,0.0016909775772264712,0.001742950741041041,0.0024016088638615513,0.00214416206740925,0.003021369979177027,0.0021263977121075417,0.007603246348200143
155010,0.0022686805042582137,0.0012783220654478122,0.0014847540706225543,0.0013292599603455107,0.0021367244664256685,0.002810001835488407,0.004039709000482061,0.0040662864828533984
155012,0.0012811558427233138,0.0013978467136475103,0.0017964282872069554,0.0028719886838344255,0.0013681982243719665,0.001598048173952052,0.0015395988869573163,0.0037679647996256144
155014,0.0024290452100333426,0.0021213379115982978,0.002455910319210608,0.0027296807821317604,0.0023343374047373744,0.0031767875142964114,0.0031508227462798133,0.005933633999300414
155016,0.0014566740924069205,0.002153969873606665,0.001818378379745203,0.0031896093459249514,0.0008514013947247268,0.0015707146196558691,0.002006643338692271,0.00386803536579218
155018,0.0032196957222874745,0.0017949118795537178,0.0018852826512514437,0.0018157944017116595,0.0030288256707989986,0.0025188343472051233,0.003718076953219962,0.0030119870245925995
155020,0.0033049093376463917,0.0017078356112091436,0.0021780483104688053,0.0019563422590587742,0.003373664926021258,0.0028819570489100332,0.002490047455740163,0.004337455626670428
155022,0.0008060969980442124,0.0010158194320002978,0.0011000267175074324,0.0011345343341495756,0.00128536243987655,0.0010430134521046686,0.0012627958146971402,0.00189566712501478
155024,0.0019694813894371443,0.0017453046418785534,0.0010398853107168038,0.0019650132333083464,0.002031008065062123,0.0030493377282632267,0.0025408539951202874,0.002708321683620396
155026,0.0023970783440585702,0.0014453447667541752,0.001738366678681269,0.002791873288344751,0.001407913293490784,0.0012591624468055174,0.0017665800179084284,0.0028379569423542805
155028,0.0013032624592183156,0.002305102738689793,0.0028479444508479196,0.0014966763345904965,0.0022785336688955354,0.004310958694309586,0.0029451026232876765,0.0022530242134771172
155030,0.0012279665019834796,0.0016608297395779431,0.0018663556481729598,0.0015318139897314703,0.0012459483501077312,0.0024390677233476765,0.0015538607211349476,0.002486135565832548
