iteration,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7
150000,0.003855154932822527,0.011196607845649575,0.004469439396619146,0.007157799424113931,0.005534678244259794,0.007526070654237993,0.005873735653481538,0.005186439577947732
150002,0.003567855456682034,0.010299140007932694,0.004015829210619382,0.005580313425247729,0.0049378553646156065,0.006910526628510161,0.005074036884098243,0.004923912576950906
150004,0.0029457075381094655,0.01390876483157305,0.004883593612337089,0.0050874283891479966,0.005122354705189791,0.008656194249097082,0.005676021715661506,0.004033350790695389
150006,0.010448020356634835,0.025988279912869672,0.009760879783857812,0.011117506807769795,0.009536294970339476,0.01865695944638901,0.010688492411086381,0.007344073324460576
150008,0.0077478136522382,0.02405738374953703,0.00973787415387145,0.010210684784116353,0.011889152819577531,0.016182317415802894,0.011394624859518088,0.0075736556561838975
150010,0.01106249130860043,0.030019054571088555,0.014241461818878032,0.01487386158295495,0.014986170689192058,0.01930596931143591,0.01509653296689889,0.013011301600045266
150012,0.005930672947503324,0.018708432436259415,0.006069331697557134,0.007873040658612496,0.0056916394437236395,0.011497344609445515,0.006900549806722944,0.007351396151486833
150014,0.005463653717579009,0.02437937375151833,0.007343949456633858,0.008005379361606169,0.011157332348741777,0.011868796500896173,0.008579857068426178,0.007940921750831942
150016,0.0045485931926859124,0.014778081642320195,0.00545611804759899,0.006109150262267937,0.006262591254950545,0.00950324501900468,0.007622995987408621,0.006007364564681927
150018,0.0050626730699934175,0.011261351147950904,0.0047269376628036874,0.005742257867129619,0.006014040858089098,0.007895548366290195,0.005797274855049217,0.00478777615591458
150020,0.0038019192075938874,0.021158991536218474,0.006097910350618463,0.007436149128467129,0.007130314982063679,0.012409747689597295,0.005963638433531537,0.006400939117547688
150022,0.00866112354658477,0.03175267194862741,0.010830222256848154,0.01380856995194879,0.012744011950368339,0.021545299900683546,0.011030729701296205,0.007373740963210418
