iteration,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7
49114,0.005818498259869964,0.005724877219116797,0.005709449244414522,0.005905977013132002,0.005678305403622241,0.005606708147898376,0.005648328510528211,0.005784283350289743
49116,0.004856289587716001,0.004931529749918617,0.004824300999406228,0.004814089994710502,0.004805663290548046,0.004616706758887867,0.004662460111908795,0.00461842712187277
49118,0.004903559681324554,0.004654540328431267,0.004859070870466553,0.004741965618507926,0.005042254117278766,0.0048864379083524145,0.0048331034844678045,0.004743090315714404
49120,0.005312634739587319,0.0052120805091091515,0.0054724721145618105,0.00530926506482482,0.005426811116283015,0.005253132315485909,0.005120922515345683,0.005116743329850237
49122,0.005431812392862279,0.005421058381633925,0.005517369156846863,0.005539745605604773,0.00549305762041824,0.005001616923401342,0.005196444953357082,0.005307918796994271
49124,0.006734674193398016,0.006701921771595787,0.006258841876755961,0.006105026789402723,0.006366007143000785,0.006188952884679522,0.006118589062631408,0.006457720472887785
49126,0.004047724478867032,0.004039403093454519,0.003949219537191517,0.004067264306600871,0.0038531576599071388,0.003841456413731806,0.0040089039058215925,0.004006946422761226
49128,0.0036041656199282818,0.0036056158909839736,0.003583279186458732,0.0035748837851626997,0.003715023729512268,0.003536856112422493,0.0033545716474199377,0.0035734953816310977
49130,0.004941219231315019,0.004940844247985299,0.004818770549013307,0.00522314868075574,0.005018523212335646,0.004949634957587046,0.004867206378766975,0.004980439257558977
49132,0.004291200522434091,0.0042951948163880704,0.004234224589629909,0.004352129848747888,0.004435373740306281,0.004196923899729088,0.004133461102499902,0.004650175987075622
49134,0.0033158191089355388,0.003219802682353015,0.003196032893817549,0.003360293553110863,0.003316157620585125,0.003179272767738439,0.0030968594249414366,0.0034069962040451096
49136,0.007001240807543496,0.006741411416257614,0.007276844782408753,0.006823765220342948,0.006776965898539267,0.006360014005187209,0.006584033975476855,0.006896216834752222
49138,0.004171528306834427,0.004472864989154779,0.0041329179199234845,0.0046566286994453865,0.004430346692469778,0.004304817642257541,0.0041620518659704064,0.004352970388228405
49140,0.005228233013381767,0.005072177405303302,0.0048473477326021475,0.004907901435978135,0.004717689971479366,0.004975608290247513,0.004694704799899141,0.005215390150420385
49142,0.007070763786814149,0.007167275417123753,0.006854518796597875,0.007088762132150761,0.007011251449658085,0.007110382806341742,0.0071216342918853925,0.007152274866314201
49144,0.00713203766022219,0.006990093590960811,0.007190876571592009,0.007142067046177536,0.007038370661761384,0.00673017480306215,0.00668855847241745,0.006925018655864257
49146,0.003424906563168406,0.003377986059229565,0.0032606824764278702,0.003127516092125193,0.0032027420289605507,0.003222336844805662,0.0031849605400636888,0.0034606634534739694
49148,0.0034856695523377695,0.0036067858934230035,0.0033907521615983566,0.003368852255372104,0.00367001632456411,0.0033284720345656688,0.003368456579615986,0.0033963758669930955
49150,0.003008149907078997,0.0030665724185379717,0.0029438315341617227,0.002924468929096938,0.0031297514972661866,0.002973118933624841,0.003127231931170593,0.0030729465006627127
49152,0.003775509727578452,0.0037536402300055727,0.003616903245948558,0.0036523231322985183,0.0036349983572601108,0.0037989708869510252,0.003528132487283564,0.003565463351949072
49154,0.003891757652033437,0.0040902898714181846,0.004046158472167605,0.0040459044512184406,0.003998644466634893,0.004052387322071083,0.0037501417127128733,0.003868066412175075
49156,0.0034322038881404865,0.0034101481203843154,0.003352923845634459,0.0035408659468855325,0.003536810916672517,0.003335115172266312,0.0034232494208514958,0.003273093459982293
49158,0.003703581456250049,0.0038337964830690435,0.003940714773059073,0.0038462013144414803,0.0035787796136796945,0.003659224552877982,0.0038235439953950845,0.0035128523193118794
49160,0.004796367766744192,0.004605334513183346,0.0046689895575104945,0.00505087296175355,0.004800836300609623,0.004772520283016279,0.004691112600596625,0.00468585183270509
49162,0.0037129736592734913,0.0036282849830728825,0.0035345036586332257,0.0034766890561744312,0.0035310667625238074,0.003375993977125083,0.0034756954034931287,0.003554632847389008
49164,0.004351743522739204,0.004397218124792213,0.004404153498072327,0.004514119508767733,0.004403533481081079,0.004212885695658919,0.004429107978465796,0.004295766139579327
